Gender,Age,Education,Marital_Status,Employment_Status,Annual_Income,Co_Applicant_Income,State,Family_Members,Loan_Types,Savings_Balance,Existing_Loans,Home_Ownership,Mortgage,Loan_Amount,Loan_Term,Interest_Rate,Credit_History,Previous_Defaults,No_Of_Open_Accounts,Missed_Payments,Property_Area,Property_Value,Loan_Approveled
Female,76,Undergraduate,Single,Self-employed,592900,291700,Punjab,4,Consumer Durable Loan,159850,3,Family,Fixed Deposit,107860,20,8.86,Good,0,4,0,Urban,120700,1
Male,76,Graduate,Married,Employed,709800,63700,Andhra Pradesh,2,Car Loan / Vehicle Loan,157590,1,Own,Car / Vehicle,307620,23,11.83,Good,0,9,1,Urban,211000,1
Male,48,Graduate,Single,Employed,903500,211900,Andhra Pradesh,4,Consumer Durable Loan,56450,3,Own,Fixed Deposit,85880,9,11.59,Good,0,5,0,Urban,35900,1
Female,78,Graduate,Married,Employed,522000,0,Goa,4,Consumer Durable Loan,79570,2,Family,Home,51160,21,8.97,Good,0,12,2,Rural,67100,1
Male,51,Not Graduate,Single,Unemployed,60000,80800,Nagaland,10,Gold Loan,6210,1,Family,Gold,454460,18,8.92,Good,0,7,2,Semi-urban,1767700,0
Male,58,Graduate,Single,Employed,418100,0,Uttarakhand,3,Home Loan,103800,1,Rent,Apartment/Flat,1166770,322,11.35,Good,1,9,0,Rural,559100,0
Male,55,Graduate,Married,Self-employed,267100,0,Manipur,10,Home Loan,51390,2,Family,Apartment/Flat,538620,81,14.05,Bad,1,10,2,Semi-urban,2352300,1
Female,80,Graduate,Single,Employed,783100,0,West Bengal,2,Business Loan,83610,3,Own,Commercial Property,318850,24,8.22,Good,0,6,2,Semi-urban,607500,1
Male,64,Graduate,Single,Unemployed,333100,0,Punjab,10,Personal Loan,74410,2,Rent,Home,290840,55,10.69,Good,0,10,2,Urban,146300,0
Female,25,Graduate,Married,Unemployed,80900,0,Jammu and Kashmir,10,Gold Loan,99480,1,Rent,Gold,475960,16,7.25,Good,0,5,0,Urban,1664800,0
Other,22,Undergraduate,Married,Self-employed,376700,0,Maharashtra,6,Farm Equipment Loan,61270,0,Rent,Farm Equipment,1874330,91,10.05,Good,0,1,0,Rural,2528000,0
Female,43,Graduate,Married,Employed,765000,97100,Karnataka,1,Car Loan / Vehicle Loan,155090,1,Own,Car / Vehicle,234780,51,10.79,Bad,0,13,0,Urban,190300,1
Female,50,Undergraduate,Single,Employed,456500,0,Assam,6,Car Loan / Vehicle Loan,105310,1,Rent,Vehicle,298770,45,9.43,Good,0,6,0,Rural,28200,1
Female,60,Graduate,Married,Self-employed,717100,0,Haryana,10,Credit Card Loan,110700,1,Own,Home,15470,10,20.56,Bad,1,5,4,Urban,185600,0
Male,48,Graduate,Married,Employed,783000,0,Arunachal Pradesh,10,Car Loan / Vehicle Loan,61270,2,Own,Car / Vehicle,673150,69,8.11,Good,1,7,1,Semi-urban,138500,0
Female,50,Graduate,Married,Self-employed,244400,0,Gujarat,5,Gold Loan,287290,1,Rent,Gold,65030,31,11.57,Bad,1,1,2,Semi-urban,1258200,1
Female,76,Undergraduate,Single,Self-employed,492100,91000,Lakshadweep,5,Consumer Durable Loan,31440,3,Rent,Home,81440,9,14.62,Bad,1,3,5,Urban,153800,0
Female,39,Not Graduate,Single,Employed,311400,0,Punjab,4,Gold Loan,21850,1,Rent,Gold,771970,36,10.48,Good,0,13,1,Semi-urban,3210500,0
Male,49,Graduate,Married,Employed,215200,160400,Sikkim,2,Car Loan / Vehicle Loan,108300,0,Family,Car / Vehicle,327750,57,6.4,Good,0,4,0,Rural,282900,1
Male,53,Not Graduate,Married,Employed,845000,0,Maharashtra,7,Home Loan,45340,0,Own,Apartment/Flat,2659400,310,9.38,Good,0,9,0,Urban,1626900,0
Female,47,Graduate,Single,Self-employed,906300,0,Telangana,10,Business Loan,464260,2,Rent,Land/Plot,310050,129,11.75,Bad,0,7,4,Urban,2052100,0
Male,78,Undergraduate,Married,Employed,721100,160200,Rajasthan,2,Personal Loan,397020,0,Family,Home,240460,60,14.41,Good,0,11,1,Semi-urban,91800,1
Female,78,Undergraduate,Married,Employed,492900,0,Jammu and Kashmir,9,Business Loan,71760,3,Rent,Commercial Property,653370,74,12.88,Good,0,3,0,Semi-urban,3532800,1
Male,50,Graduate,Single,Self-employed,312700,0,Andaman and Nicobar Islands,1,Personal Loan,89370,0,Rent,Home,1090510,38,14.13,Good,0,6,0,Rural,102800,0
Female,46,Graduate,Married,Employed,222200,118700,Punjab,0,Home Loan,59000,2,Family,Apartment/Flat,926400,161,7.43,Good,0,11,0,Urban,1759500,1
Female,55,Graduate,Single,Employed,465900,0,Andaman and Nicobar Islands,9,Car Loan / Vehicle Loan,67630,1,Rent,Car / Vehicle,1288970,54,16.34,Bad,0,6,5,Urban,101000,0
Male,29,Undergraduate,Married,Employed,342200,75000,Tamil Nadu,1,Gold Loan,57830,0,Family,Gold,438660,8,11.79,Good,0,5,0,Urban,2554700,1
Male,44,Graduate,Married,Employed,577100,95100,Puducherry,4,Consumer Durable Loan,140710,1,Family,Home,179920,3,13.36,Good,0,2,0,Rural,26900,1
Female,31,Not Graduate,Married,Employed,476100,58100,Odisha,9,Personal Loan,90590,2,Rent,Home,526590,13,16.67,Bad,0,11,0,Rural,70500,0
Male,27,Graduate,Married,Self-employed,251300,0,Dadra and Nagar Haveli and Daman and Diu,3,Personal Loan,110110,1,Rent,Home,1196400,52,17.2,Bad,2,13,2,Semi-urban,113100,0
Male,23,Not Graduate,Married,Self-employed,127200,65500,Gujarat,3,Consumer Durable Loan,31180,0,Rent,Home,41500,3,11.71,Bad,1,12,1,Urban,60500,0
Male,54,Graduate,Single,Self-employed,539000,0,Gujarat,0,Home Loan,213800,1,Rent,House,3890330,278,7.22,Good,0,6,0,Rural,1299600,0
Male,18,Undergraduate,Married,Unemployed,60000,0,Kerala,7,Business Loan,12160,3,Rent,Commercial Property,5068880,103,14.56,Bad,0,2,3,Urban,1203000,0
Female,58,Graduate,Divorced,Employed,1123900,0,Chandigarh,3,Gold Loan,518490,0,Own,Gold,141650,14,8.59,Good,0,6,0,Urban,1666100,0
Male,45,Graduate,Single,Employed,381100,0,Delhi,1,Education Loan,213670,1,Rent,Agricultural Land,156910,12,10.15,Good,0,11,0,Urban,306400,1
Male,41,Graduate,Married,Employed,460800,0,Manipur,5,Home Loan,26140,2,Family,House,5039230,96,9.03,Bad,0,4,2,Semi-urban,682000,1
Female,66,Undergraduate,Single,Self-employed,672000,48500,Meghalaya,1,Home Loan,251400,2,Own,Apartment/Flat,2565350,86,9.57,Good,0,3,0,Urban,3116400,0
Male,51,Graduate,Married,Employed,325200,0,Nagaland,9,Consumer Durable Loan,51570,3,Rent,Home,143850,23,13.88,Good,0,7,0,Urban,280800,1
Male,64,Undergraduate,Married,Unemployed,145900,0,Haryana,8,Car Loan / Vehicle Loan,28390,0,Rent,Car / Vehicle,627730,30,18.37,Bad,1,10,3,Semi-urban,66600,0
Female,62,Not Graduate,Married,Employed,294000,72000,Punjab,10,Business Loan,104400,0,Rent,Commercial Property,1733270,14,10.58,Good,0,9,1,Semi-urban,2012800,0
Female,20,Graduate,Married,Self-employed,390900,101200,Chandigarh,10,Education Loan,119190,1,Rent,Agricultural Land,240990,94,9.71,Good,0,10,4,Urban,147700,1
Female,31,Graduate,Single,Employed,311200,156000,West Bengal,9,Education Loan,71370,1,Rent,Agricultural Land,1057120,136,8.38,Good,0,4,0,Urban,94300,0
Female,53,Graduate,Married,Self-employed,111500,105700,Bihar,5,Car Loan / Vehicle Loan,52320,0,Family,Car / Vehicle,467110,49,11.51,Good,0,3,0,Semi-urban,143700,1
Male,79,Graduate,Married,Employed,294300,0,Madhya Pradesh,1,Business Loan,93900,1,Rent,Commercial Property,5368340,26,10.99,Good,0,10,1,Urban,2626000,0
Male,27,Graduate,Single,Employed,119800,0,Telangana,0,Farm Equipment Loan,18050,0,Rent,Farm Equipment,1608060,41,10.16,Good,0,1,0,Urban,1556500,0
Female,24,Undergraduate,Single,Self-employed,619700,0,Sikkim,1,Home Loan,412590,0,Rent,Land/Plot,4225890,70,16.09,Bad,0,5,4,Rural,1725700,0
Female,77,Graduate,Married,Employed,1071200,42300,Uttar Pradesh,2,Personal Loan,693950,0,Family,Home,68940,60,13.23,Good,0,11,0,Semi-urban,174700,1
Female,78,Graduate,Married,Self-employed,164500,0,Uttarakhand,9,Business Loan,45960,1,Family,Commercial Property,372630,103,7.74,Good,0,8,0,Urban,4472600,1
Male,28,Undergraduate,Single,Self-employed,141400,113500,Karnataka,2,Home Loan,25010,1,Rent,Apartment/Flat,1701910,208,8.13,Good,2,8,0,Semi-urban,907300,0
Male,43,Graduate,Single,Self-employed,213500,0,Mizoram,1,Car Loan / Vehicle Loan,31840,2,Family,Car / Vehicle,449080,79,13.18,Bad,0,8,2,Semi-urban,40800,0
Male,57,Undergraduate,Single,Employed,443400,59800,Gujarat,10,Farm Equipment Loan,467340,0,Family,Farm Equipment,408280,77,11.89,Good,0,15,0,Urban,857300,1
Female,30,Not Graduate,Married,Employed,106600,0,Uttar Pradesh,4,Personal Loan,25430,1,Rent,Gold,173340,32,9.8,Bad,0,12,2,Semi-urban,85600,0
Female,38,Graduate,Married,Employed,322800,0,Mizoram,4,Farm Equipment Loan,100260,2,Rent,Agricultural Land,165370,90,11.12,Good,1,10,0,Semi-urban,579900,1
Male,42,Undergraduate,Married,Employed,153800,0,Madhya Pradesh,3,Car Loan / Vehicle Loan,59600,1,Rent,Car / Vehicle,353420,81,17.09,Bad,1,10,4,Urban,99700,0
Male,58,Undergraduate,Married,Employed,498700,95100,West Bengal,10,Personal Loan,15130,2,Rent,Gold,58760,7,16.26,Bad,0,11,3,Urban,85000,0
Male,37,Undergraduate,Single,Unemployed,60000,0,Ladakh,3,Gold Loan,7970,0,Rent,Gold,57460,27,12.54,Good,0,12,0,Urban,1644800,1
Male,43,Undergraduate,Married,Unemployed,422700,104600,Delhi,9,Gold Loan,680070,0,Rent,Gold,90130,33,6.0,Good,0,1,0,Semi-urban,2051600,1
Female,36,Undergraduate,Single,Employed,650200,0,Chhattisgarh,10,Startup Loan,19180,0,Own,Other,1488010,103,6.28,Good,0,10,0,Semi-urban,2006900,0
Female,65,Undergraduate,Married,Self-employed,1681200,0,Chandigarh,4,Education Loan,140390,0,Own,Agricultural Land,491470,145,8.66,Good,0,12,0,Rural,57500,1
Male,27,Undergraduate,Married,Employed,305200,134600,Rajasthan,7,Farm Equipment Loan,58890,0,Rent,Agricultural Land,396300,50,8.82,Good,0,10,1,Urban,3812000,1
Female,32,Undergraduate,Married,Employed,600700,0,Bihar,0,Car Loan / Vehicle Loan,75090,2,Family,Car / Vehicle,1545510,38,8.91,Good,1,1,1,Semi-urban,141400,0
Female,33,Undergraduate,Married,Employed,428800,0,Maharashtra,8,Medical Loan,65010,0,Rent,Home,190870,16,9.57,Good,0,11,0,Semi-urban,109000,1
Male,75,Undergraduate,Single,Self-employed,247100,0,Himachal Pradesh,10,Education Loan,27110,0,Rent,Agricultural Land,1862350,37,9.33,Good,0,6,0,Urban,70400,0
Male,77,Graduate,Single,Self-employed,437400,0,Jharkhand,2,Home Loan,105380,2,Rent,Apartment/Flat,623570,265,7.4,Good,1,9,0,Rural,1156800,1
Male,49,Undergraduate,Married,Employed,478600,0,Tamil Nadu,0,Gold Loan,176070,2,Rent,Gold,73600,26,14.9,Good,1,9,0,Urban,1923300,1
Male,27,Graduate,Married,Employed,515100,0,Manipur,0,Home Loan,196200,0,Rent,Apartment/Flat,1460040,188,6.0,Good,0,6,0,Semi-urban,832500,0
Female,65,Graduate,Single,Employed,490200,0,Uttar Pradesh,9,Home Loan,70220,3,Rent,Apartment/Flat,3937320,337,9.19,Good,0,9,1,Rural,757000,0
Female,49,Graduate,Married,Employed,642800,328800,Chandigarh,2,Startup Loan,386890,0,Family,Commercial Property,1495100,169,10.45,Good,0,5,1,Semi-urban,940800,1
Male,71,Graduate,Married,Employed,409700,217500,Andhra Pradesh,4,Farm Equipment Loan,126990,0,Rent,Land/Plot,158510,115,11.85,Good,0,10,0,Semi-urban,726300,1
Male,40,Undergraduate,Married,Self-employed,272500,0,Chandigarh,3,Home Loan,177470,1,Rent,Apartment/Flat,711580,203,8.95,Good,0,11,0,Urban,4591300,1
Female,80,Graduate,Married,Unemployed,69700,0,Goa,3,Home Loan,24270,0,Rent,House,1183820,223,6.02,Good,0,7,0,Semi-urban,2044100,0
Male,68,Undergraduate,Single,Employed,502100,115700,Andhra Pradesh,1,Home Loan,112600,3,Rent,Apartment/Flat,5251730,327,7.7,Good,0,7,0,Urban,4632100,0
Female,32,Undergraduate,Married,Self-employed,212300,0,Bihar,4,Business Loan,48560,3,Rent,Commercial Property,2391750,76,12.98,Good,1,5,0,Semi-urban,2404300,0
Female,63,Graduate,Married,Employed,242700,0,Arunachal Pradesh,10,Personal Loan,88940,0,Family,Home,540050,59,9.97,Good,1,13,1,Semi-urban,104700,0
Female,36,Graduate,Married,Employed,256500,0,Madhya Pradesh,3,Personal Loan,194680,0,Rent,Home,1060040,38,12.54,Good,0,9,1,Urban,97200,0
Female,40,Undergraduate,Married,Self-employed,400000,420200,Dadra and Nagar Haveli and Daman and Diu,8,Personal Loan,122220,1,Family,Home,443580,31,16.93,Bad,1,7,2,Semi-urban,259600,0
Female,33,Undergraduate,Single,Employed,378900,0,Tripura,7,Farm Equipment Loan,123810,1,Rent,Land/Plot,586290,117,7.43,Good,0,7,0,Urban,3749200,1
Female,60,Graduate,Single,Employed,444500,0,Meghalaya,8,Home Loan,193120,0,Rent,Apartment/Flat,2420710,353,6.0,Good,0,9,1,Semi-urban,2342400,0
Male,34,Graduate,Single,Employed,606600,0,Ladakh,6,Home Loan,40530,0,Rent,House,611440,189,6.0,Good,0,9,0,Urban,3215400,1
Male,58,Graduate,Married,Self-employed,1218200,249400,Nagaland,4,Personal Loan,107240,1,Family,Home,127790,48,14.3,Good,0,4,0,Urban,181300,1
Male,54,Graduate,Married,Employed,420200,0,Bihar,2,Wedding Loan,138280,1,Rent,Home,1237800,32,9.14,Good,0,4,0,Urban,79400,1
Male,65,Graduate,Married,Employed,840500,0,Andhra Pradesh,3,Education Loan,108120,1,Own,Agricultural Land,470080,62,13.67,Good,0,5,1,Urban,110300,1
Male,80,Not Graduate,Married,Employed,204500,0,Odisha,5,Business Loan,45770,2,Rent,Commercial Property,262560,119,13.2,Bad,0,5,8,Semi-urban,1360900,0
Male,18,Graduate,Single,Employed,93600,129400,Himachal Pradesh,4,Business Loan,25600,0,Rent,Commercial Property,1413440,121,16.13,Good,0,9,1,Urban,2628200,0
Male,80,Graduate,Married,Employed,292600,218600,Maharashtra,4,Home Loan,557370,1,Rent,House,3065260,324,7.58,Good,0,8,0,Urban,1135400,0
Male,24,Not Graduate,Married,Employed,91700,0,Kerala,4,Education Loan,22010,0,Rent,Agricultural Land,517430,105,6.0,Good,0,12,0,Rural,25800,0
Male,51,Undergraduate,Single,Self-employed,337500,118300,Manipur,10,Business Loan,17190,3,Rent,Commercial Property,2752690,96,15.28,Bad,2,6,8,Urban,1696700,0
Female,39,Graduate,Married,Employed,1138400,180900,Lakshadweep,7,Home Loan,370470,3,Rent,Apartment/Flat,669240,279,10.38,Bad,1,6,3,Urban,1715500,0
Female,58,Undergraduate,Married,Employed,295100,0,Assam,9,Education Loan,184120,1,Rent,Agricultural Land,170800,144,12.46,Bad,2,5,4,Semi-urban,93400,0
Female,63,Not Graduate,Married,Self-employed,261800,218800,Bihar,10,Home Loan,110800,3,Rent,Apartment/Flat,1676110,234,11.24,Good,1,4,0,Rural,623100,0
Female,72,Graduate,Single,Self-employed,584000,0,Karnataka,6,Business Loan,234140,2,Rent,Commercial Property,298990,31,12.88,Good,0,14,1,Urban,1231400,1
Female,43,Graduate,Married,Employed,202700,0,Uttarakhand,1,Home Loan,31080,0,Rent,Land/Plot,2128990,181,8.65,Good,0,11,0,Urban,2311200,0
Female,76,Not Graduate,Married,Employed,319900,238300,Jharkhand,10,Car Loan / Vehicle Loan,63180,2,Rent,Car / Vehicle,846890,19,8.67,Good,0,8,0,Rural,43900,1
Male,38,Undergraduate,Married,Employed,428900,0,Himachal Pradesh,5,Education Loan,60110,1,Rent,Agricultural Land,2338350,59,11.17,Bad,0,7,8,Semi-urban,207900,0
Female,30,Not Graduate,Single,Employed,407700,0,Uttar Pradesh,4,Personal Loan,62600,0,Family,Home,149730,16,12.53,Good,0,12,0,Rural,144200,1
Male,41,Graduate,Single,Self-employed,900800,0,Sikkim,4,Home Loan,210780,1,Own,House,1981590,197,12.31,Good,0,11,0,Urban,2006800,1
Female,51,Not Graduate,Married,Employed,360500,84000,Telangana,0,Home Loan,208060,3,Family,Apartment/Flat,631150,106,14.94,Bad,2,7,3,Urban,1307700,0
Female,60,Graduate,Single,Employed,435100,0,Telangana,7,Business Loan,1205350,0,Family,Commercial Property,856310,94,7.49,Good,0,11,0,Semi-urban,1903600,0
Male,70,Undergraduate,Single,Employed,359300,0,Tamil Nadu,0,Travel Loan,111680,0,Rent,Home,36320,10,13.36,Good,0,9,0,Urban,87900,1
Female,32,Not Graduate,Married,Employed,239400,0,Punjab,7,Education Loan,101980,0,Rent,Agricultural Land,491200,159,11.31,Bad,1,7,2,Urban,342000,0
Male,37,Graduate,Single,Employed,355200,119800,Odisha,9,Home Loan,14260,0,Rent,Apartment/Flat,2608250,248,7.68,Good,0,5,3,Urban,1813800,0
Male,77,Graduate,Married,Self-employed,510600,0,West Bengal,4,Consumer Durable Loan,99300,1,Rent,Home,59410,23,17.04,Bad,1,6,5,Semi-urban,95300,1
Male,45,Undergraduate,Married,Employed,209300,205800,Madhya Pradesh,4,Education Loan,197040,0,Family,Agricultural Land,186840,37,9.24,Good,0,11,1,Rural,62800,1
Male,33,Undergraduate,Married,Employed,379500,0,Kerala,7,Gold Loan,113070,0,Family,Gold,56070,29,12.77,Good,0,6,0,Rural,531400,1
Male,80,Graduate,Married,Self-employed,632200,129900,Himachal Pradesh,9,Home Loan,160700,0,Rent,House,1519740,60,7.4,Good,0,9,0,Urban,1058000,1
Female,46,Not Graduate,Married,Employed,176700,0,Chandigarh,1,Home Loan,497420,0,Rent,Apartment/Flat,3739940,242,6.0,Good,0,2,0,Urban,2105800,0
Female,80,Graduate,Single,Employed,1115900,0,Andhra Pradesh,5,Home Loan,799110,1,Own,House,4422150,338,6.49,Good,0,5,0,Rural,592200,0
Male,75,Graduate,Single,Employed,551800,148900,Haryana,3,Personal Loan,282800,1,Rent,Home,70670,25,6.5,Good,0,10,0,Semi-urban,197900,1
Female,75,Graduate,Single,Employed,224800,66900,Goa,0,Car Loan / Vehicle Loan,59060,2,Rent,Car / Vehicle,1372840,41,10.55,Good,0,12,1,Semi-urban,159200,0
Male,54,Not Graduate,Single,Employed,496400,0,Maharashtra,0,Personal Loan,170590,2,Rent,Home,503660,42,9.89,Good,0,12,0,Rural,13700,0
Male,68,Graduate,Married,Employed,339900,0,Haryana,5,Personal Loan,519700,3,Rent,Home,302350,21,10.18,Good,0,14,0,Urban,196800,1
Female,78,Undergraduate,Married,Self-employed,342700,0,Odisha,8,Personal Loan,565100,0,Rent,Home,123950,58,10.31,Good,0,4,0,Urban,102300,0
Female,34,Graduate,Single,Self-employed,331800,200700,Puducherry,6,Personal Loan,59670,0,Rent,Home,646230,51,13.22,Good,0,6,0,Rural,40000,0
Male,20,Not Graduate,Single,Employed,202100,0,Meghalaya,2,Personal Loan,15240,0,Rent,Home,1392870,23,12.78,Good,1,9,0,Urban,107300,0
Male,38,Undergraduate,Married,Employed,289500,0,Lakshadweep,4,Home Loan,83260,2,Rent,Apartment/Flat,1284800,104,6.0,Bad,0,5,3,Semi-urban,1872300,0
Female,58,Graduate,Married,Self-employed,754100,0,Kerala,10,Home Loan,384040,1,Own,Apartment/Flat,1850220,237,6.0,Bad,1,12,3,Rural,1042600,0
Female,52,Graduate,Single,Employed,207100,0,West Bengal,9,Personal Loan,242850,0,Family,Fixed Deposit,169880,59,13.58,Good,0,7,0,Urban,115600,1
Male,23,Graduate,Single,Employed,129100,0,Chhattisgarh,1,Gold Loan,32810,1,Rent,Gold,136310,14,11.79,Good,1,6,0,Rural,947400,1
Male,53,Graduate,Single,Self-employed,546300,0,Sikkim,7,Gold Loan,114260,0,Rent,Gold,76580,18,9.99,Good,0,11,0,Urban,2175900,1
Male,28,Undergraduate,Married,Employed,151600,0,West Bengal,6,Gold Loan,102020,0,Rent,Gold,223680,6,10.58,Good,0,7,1,Rural,1219000,1
Female,49,Undergraduate,Single,Unemployed,107800,92200,Tripura,4,Home Loan,14240,2,Rent,Apartment/Flat,2530360,345,11.34,Bad,0,2,1,Urban,2073800,0
Female,54,Graduate,Married,Employed,741500,0,Ladakh,4,Home Loan,169520,1,Own,Apartment/Flat,4225360,142,8.1,Good,0,7,2,Urban,2001500,0
Female,58,Undergraduate,Single,Self-employed,276100,0,Sikkim,7,Education Loan,76660,0,Family,Agricultural Land,717580,81,10.8,Good,0,4,1,Semi-urban,110900,0
Male,43,Graduate,Married,Employed,279700,0,Sikkim,10,Personal Loan,73010,2,Rent,Home,74230,24,8.32,Good,0,9,0,Rural,115800,1
Female,43,Graduate,Married,Employed,445200,98600,Telangana,3,Personal Loan,342460,1,Rent,Home,381110,20,10.17,Good,0,6,2,Semi-urban,41800,0
Female,60,Graduate,Single,Employed,152800,0,Madhya Pradesh,10,Home Loan,64830,1,Rent,Apartment/Flat,1372560,267,7.82,Good,0,3,1,Semi-urban,1018000,0
Male,65,Graduate,Married,Unemployed,272500,0,Haryana,9,Business Loan,48890,0,Rent,Commercial Property,381670,152,11.42,Good,0,11,2,Rural,708600,1
Female,68,Undergraduate,Married,Employed,422800,526900,Jammu and Kashmir,0,Car Loan / Vehicle Loan,96830,2,Rent,Car / Vehicle,1670710,78,13.82,Bad,3,6,4,Semi-urban,439400,0
Male,39,Graduate,Married,Employed,402800,0,Puducherry,3,Personal Loan,1044120,2,Rent,Home,474120,48,10.56,Good,0,9,0,Rural,62100,0
Male,44,Undergraduate,Married,Unemployed,81000,0,Ladakh,4,Personal Loan,7060,1,Rent,Home,377400,48,12.29,Good,0,6,0,Urban,76100,0
Female,38,Graduate,Married,Employed,545700,0,West Bengal,7,Personal Loan,33570,0,Rent,Home,208730,58,13.58,Good,0,8,0,Urban,255200,1
Male,51,Undergraduate,Single,Employed,360200,176200,Himachal Pradesh,2,Credit Card Loan,36890,0,Rent,Home,24660,3,19.79,Bad,2,7,6,Urban,301800,1
Female,26,Graduate,Married,Employed,518600,303800,Himachal Pradesh,4,Home Loan,182850,0,Rent,House,2394750,78,6.0,Good,0,12,0,Rural,782500,0
Male,45,Graduate,Married,Self-employed,186200,0,Kerala,1,Home Loan,127820,1,Rent,House,4194240,175,6.88,Good,0,13,0,Urban,1371600,0
Male,29,Graduate,Married,Employed,301900,0,Odisha,1,Home Loan,76120,0,Rent,Apartment/Flat,1822570,278,6.0,Good,0,9,1,Urban,1362200,0
Male,51,Graduate,Single,Employed,503600,0,Himachal Pradesh,4,Medical Loan,88670,1,Rent,Home,160440,44,16.68,Bad,2,7,4,Urban,94900,0
Female,71,Graduate,Single,Unemployed,185800,0,Andaman and Nicobar Islands,6,Startup Loan,28540,0,Rent,Land/Plot,2530780,65,10.39,Good,0,5,0,Urban,1452700,0
Male,80,Graduate,Single,Employed,1064800,222700,Bihar,4,Education Loan,73580,1,Rent,Agricultural Land,816760,119,11.5,Good,0,10,0,Semi-urban,65400,1
Female,46,Undergraduate,Single,Employed,168700,171100,Jammu and Kashmir,4,Gold Loan,167650,0,Rent,Gold,344310,18,11.29,Good,0,11,1,Urban,1676000,1
Male,21,Graduate,Married,Employed,101500,0,Mizoram,5,Home Loan,23860,0,Rent,Apartment/Flat,860100,136,9.74,Good,1,5,0,Rural,1971900,0
Male,32,Undergraduate,Divorced,Employed,210100,0,Maharashtra,6,Business Loan,69400,2,Family,Commercial Property,812330,78,10.76,Bad,0,5,1,Rural,1931100,0
Female,24,Undergraduate,Single,Employed,69500,0,Mizoram,7,Home Loan,38010,1,Family,Apartment/Flat,926920,155,6.0,Good,0,12,0,Semi-urban,476700,0
Male,65,Undergraduate,Single,Employed,1399600,148100,Nagaland,5,Home Loan,1173410,0,Own,Apartment/Flat,510010,275,7.34,Good,0,10,0,Urban,2612100,1
Female,80,Undergraduate,Single,Employed,657700,97800,Punjab,1,Business Loan,151760,2,Rent,Commercial Property,307650,23,9.76,Good,0,2,1,Rural,643500,1
Male,52,Graduate,Single,Self-employed,713400,60000,Kerala,0,Home Loan,95070,3,Rent,House,3777910,342,7.83,Good,1,8,2,Urban,3721300,0
Male,29,Undergraduate,Married,Employed,358800,0,Karnataka,3,Business Loan,97490,0,Rent,Commercial Property,2823960,14,8.47,Good,0,7,0,Urban,1512000,0
Female,19,Undergraduate,Single,Employed,322600,203300,Maharashtra,2,Credit Card Loan,80260,1,Rent,Home,99380,35,16.96,Good,1,7,1,Urban,214000,1
Female,79,Undergraduate,Divorced,Employed,280700,0,Goa,5,Business Loan,49670,0,Rent,Commercial Property,236730,120,13.52,Bad,0,8,3,Urban,1937400,1
